name,address,lat,lon,hours,source,state,phone,website,facility_type,osm_id
Martin de Porres House of Hospitality,,37.7665867,-122.4073555,,osm,,,,soup_kitchen,node/10713395426
Ritzville Food Pantry,"104 West Main Avenue, Ritzville, WA, 99169",47.1275417,-118.3804505,Th 02:30-04:30,osm,WA,,,food_bank,node/10723977130
Community Food Pantry of Murrieta,,33.5759202,-117.1785318,,osm,,,,food_bank,node/10738283401
Gallatin Valley Food Bank,,45.6946116,-111.0283187,,osm,,,,food_bank,node/10766795464
Food Distribution Center and Thrift Store - Help of Fort Meade,,27.7520489,-81.8033218,,osm,,,,food_bank,node/10799846433
Hempstead Food Share,,40.7079974,-73.6211444,Su 15:30+,osm,,,https://communitysolidarity.org/foodshares/hempstead,food_bank,node/10805676402
Montgomery County Food Distribution Center,"303 West Spring Street, Troy, NC, 27371",35.3575325,-79.896519,,osm,NC,+19105723757,,food_bank,node/10807454997
Positive Community Kitchen,"120 Shelton McMurphey Boulevard, Eugene, OR, 97401",44.0557234,-123.0943021,Mo 09:00-17:00; Tu 09:00-18:00; We 08:30-12:00,osm,OR,+1 541 249 4942,https://www.positivecommunitykitchen.org/,soup_kitchen,node/10822983164
Arlington EATS,"117 Broadway, Arlington, MA, 02474",42.410385,-71.1405802,,osm,MA,,,food_bank,node/10869912008
The Lion’s Pantry,,40.2679589,-76.6731403,,osm,,,https://thelionspantry.psu.edu,food_bank,node/10896909850
Kain Na,1340 4th Street,37.7713485,-122.391433,,osm,,,,food_bank,node/10897941831
Love Fridge at Augustana Lutheran Church,5500 S Woodlawn Ave,41.7949308,-87.5974282,,osm,,,,food_bank,node/10908746383
Fruit of the Vine,,35.3985729,-94.6180438,,osm,,,,food_bank,node/10930757364
Home Storage Center,,40.753027,-111.9134171,"Tu, Th 09:00-15:30",osm,,,,food_bank,node/10940754958
Dunlap Food Pantry,714 Iowa Avenue,41.8541088,-95.5998331,,osm,,,,food_bank,node/10941263063
St. Christine's Soup Kitchen and Food Pantry,"22261 Fenkell Street, Detroit, MI, 48223",42.4001396,-83.2603104,,osm,MI,,,food_bank,node/10997640287
New Hope Food Bank,,48.2533668,-124.261633,,osm,,,,food_bank,node/11006341604
Quilcene Community Food Bank,,47.8216455,-122.8789647,,osm,,,,food_bank,node/11011505724
Saguaro Janes Club,"21802 West Wilson Avenue, Wittmann, AZ, 85361",33.7780831,-112.5317965,,osm,AZ,,https://saguarojane.org/,food_bank,node/11042633524
Veteran's Food Pantry,,48.2135464,-114.2798896,Mo-Fr 10:00-15:00,osm,,,,food_bank,node/11045362769
Food for Families,,37.4028724,-79.1670382,"Th,Sa 09:30-14:00",osm,,,,food_bank,node/11048146000
Park View Cafe,,37.4028617,-79.1669997,We 16:30-17:30,osm,,,,food_bank,node/11048146001
St Vincent de Paul Society,"8031 East Dana Drive, Prescott Valley, AZ, 86314",34.599902,-112.3243547,,osm,AZ,,,food_bank,node/11055367495
Campus Food Pantry,,32.6013618,-85.4854693,,osm,,,,food_bank,node/11059688285
Food Finders Fresh Market,"2200 Elmwood Avenue, Lafayette, IN, 47904",40.431497,-86.869642,Tu-Fr 12:00-17:00; Sa 10:00-14:00,osm,IN,,,food_bank,node/11135016283
Creston Area Food Pantry,,41.0526727,-94.3663834,Su 12:00-14:00,osm,,,,food_bank,node/11159333379
St. Francis House Food Pantry,,61.2021803,-149.8109314,,osm,,,,food_bank,node/11170393627
Crewe Cares Food Pantry,,37.1755949,-78.1245863,,osm,,,,food_bank,node/11182207303
Food Pantry,,37.7783027,-122.1828466,,osm,,,,food_bank,node/11191734206
Manheim Food Pantry,,40.1621811,-76.4032773,,osm,,,,food_bank,node/11206101408
Saint Vincent de Paul Pantry,,40.4848151,-88.9963498,,osm,,,,food_bank,node/11217963899
Community Food Pantry,,36.2615104,-94.1713854,,osm,,,,food_bank,node/11218542315
Peshtigo Food Pantry,"151 French Street, Peshtigo, WI, 54157",45.0543442,-87.7488749,"We[1,3]",osm,WI,+1-715-923-8000,,food_bank,node/11231260898
Truxton Food Pantry,,42.7111744,-76.0327925,Sa[3] 10:00-13:00,osm,,,https://www.townoftruxton.com/truxton-food-pantry,food_bank,node/11237190321
Cortland-Chenango Rural Services,"2704 Lower Cincinnatus Road, Cincinnatus, NY, 13040",42.537696,-75.8962179,,osm,NY,,http://www.rursrvs.org,food_bank,node/11243610792
Care and Share Food Pantry,,42.6469516,-75.7803741,Th[3] 15:00-18:00,osm,,,https://southotselicunitedmethodistchurch.org/care-and-share-food-pantry,food_bank,node/11243714585
WW assistance agency,1293 Main Street,41.7034198,-71.5241517,,osm,,,,food_bank,node/11246266674
Providence House,,36.0168962,-84.2644997,,osm,,,,food_bank,node/11299089719
Community Tree Center,"220 East Main Street, Westminster, SC, 29693",34.6648433,-83.0955119,,osm,SC,,,food_bank,node/11328463415
Family Resource Center,,42.7809484,-91.0955376,"Mo,We 08:00-16:00, Mo,Tu,Th 08:00-18:00, Fr 08:00-12:00",osm,,,,food_bank,node/11345485686
nsi Food Pantry,,40.0029357,-82.9980875,,osm,,,,food_bank,node/11392722260
Granger WIC,"121 Sunnyside Avenue, Granger, WA, 98932",46.3440864,-120.1946059,,osm,WA,,https://www.yvfwc.com/service/wic/,food_bank,node/11399243960
The Cafe at Operation Blessing,,43.0559551,-70.7708104,Sa 11:00-12:30; Su 15:00-16:30,osm,,,,soup_kitchen,node/11404395426
SABTS Free Pantry,,32.1507314,-80.7608173,"PH,Mo-Su 00:00-24:00",osm,,,,food_bank,node/11419084951
Meals on Wheels Northwest Indiana,,41.7144431,-86.8961553,,osm,,,,food_bank,node/11432400009
Community Food Pantry,"110 South Street, Pittsfield, MA",42.4461184,-73.2548709,,osm,MA,,,food_bank,node/11435728930
Community Food Pantry,,39.0502187,-94.6027285,We 16:00-17:00; Su 10:00-12:00,osm,,,,food_bank,node/11447368349
Wheatheart Nutrition Project,"324 Main Street, Helena, OK, 73741",36.5469711,-98.2702529,,osm,OK,+1 580 262 0303,,soup_kitchen,node/11494708958
Food Bank of Delaware - Milford Branch,"102 Delaware Veterans Boulevard, Milford, DE, 19963",38.9344795,-75.4548677,,osm,DE,,,food_bank,node/11498106153
Lawrence Meals on Wheels,"2121 Kasold Drive, Lawrence, KS, 66047",38.9453173,-95.2800151,Mo-Fr,osm,KS,+1-785-830-8844,https://www.lawrencemow.org/,soup_kitchen,node/11505260184
Community Food for Creswell Food Pantry,"364 Cobalt Lane, Creswell, OR, 97426",43.9296413,-123.0229173,,osm,OR,+1 541 245 9117,,food_bank,node/11527090846
Maricopa County Government Managed Care System,,33.4247244,-112.0277112,,osm,,,,food_bank,node/11535247426
Raytown Emergency Assistance Program,"9300 East 75th Street, 64138",38.9877858,-94.4725948,,osm,,+1-816-356-0054,https://raytownreap.org/,food_bank,node/11554294569
Manna Food Center,9311 Gaither Road,39.1185452,-77.1920257,,osm,,,,food_bank,node/11590959171
Bethel Area Food Bank,,43.8312466,-72.6361464,,osm,,,,food_bank,node/11593321167
Meals on Wheels Boulder,3701 Canfield Street,40.0404142,-105.2436799,,osm,,,https://mowboulder.org/,food_bank,node/11627740002
Calvary Food Shelf,,44.9322431,-93.2620259,,osm,,,,food_bank,node/11645865194
Culpeper Food Closet,,38.4732012,-77.9935201,,osm,,,,food_bank,node/11666937434
The McGregor Food Pantry,"416 West 2nd Street, McGregor, TX, 76657",31.4401483,-97.4074665,,osm,TX,,,food_bank,node/11667552866
Buckley Kiwanis Food Bank,,47.1640897,-122.0283344,"Mo,We 09:00-12:00",osm,,,,food_bank,node/11685858579
Lakeshore Food Club,"920 East Tinkham Avenue, Ludington, MI, 49431",43.9628298,-86.4317313,"Mo,We 11:00-17:00; Tu,Th 12:00-18:00; Fr 09:00-15:00; Sa 10:00-14:00",osm,MI,+1 231 480 4334,https://www.lakeshorefoodclub.org/,food_bank,node/11697889251
Fraternite Notre Dame Mary of Nazareth House,,37.7834237,-122.4100719,,osm,,,,soup_kitchen,node/11699762308
San Martin De Porres Food Bank,,35.6579007,-106.0119068,,osm,,,,food_bank,node/11722269257
Memorial Drive Church of Christ,"911 South Memorial Drive East, Tulsa, OK",36.1491352,-95.8862389,,osm,OK,,,food_bank,node/11736157712
Faith Centre Food Bank,"131 South Allegheny Street, Bellefonte, PA, 16823",40.9110215,-77.7777142,Tu 10:00-12:00; We 09:00-15:00,osm,PA,+1-814-355-4400,https://faithcentre.info/food-bank/,food_bank,node/11739592926
Groveland Food Shelf,"1900 Nicollet Avenue, Minneapolis, MN, 55403",44.963941,-93.2789345,"Mo,We,Fr 09:30-12:00; Tu,Th 15:00-17:30",osm,MN,+1 612-871-0277,https://www.grovelandfoodshelf.org,food_bank,node/11751851449
Central Storehouse Food Pantry,"8148 John T White Road, 76120",32.7635499,-97.1774461,"Mo-Tu, Th 00:00-16:00; Fr 10:00-12:00",osm,,,https://central-storehouse.org/,food_bank,node/11760127480
Little Free Pantry,"Pratt Street, Longmont, CO, 80501",40.1861274,-105.1082408,,osm,CO,,,food_bank,node/11822811085
Community Food Bank,"1404 South Meridian Road, Jasper, IN, 47546",38.369582,-86.9104992,,osm,IN,,,food_bank,node/11828282382
Shared Abundance,,38.2957489,-86.9561144,,osm,,,,food_bank,node/11831635256
Second Harvest Food Bank,,43.0582928,-89.2958248,Mo-Th 08:00-16:30; Fr 08:00-16:00,osm,,,,food_bank,node/11901932040
Free Sunday Meal at Plymouth Congregational Church,"1900 Nicollet Avenue, Minneapolis, MN, 55403",44.9638323,-93.2785059,"Su[2,3] 17:00-18:00",osm,MN,,,soup_kitchen,node/11919216900
Community Meals,"511 Groveland Avenue, Minneapolis, MN, 55403",44.9665436,-93.287533,"Su[1,5] 17:00-18:00",osm,MN,,https://haumc.org/community-meals,soup_kitchen,node/11919216901
Free Sunday Meal at Westminster Presbyterian,"1200 Marquette Avenue, Minneapolis, MN, 55403",44.9713969,-93.2759089,Su[4] 17:00-18:00,osm,MN,,https://westminstermpls.org/free-community-meals/,soup_kitchen,node/11919216902
FISH of Galesburg,,40.9473627,-90.3845637,,osm,,,,food_bank,node/11919413926
Sebeka Food Shelf,"100 South Jefferson Avenue, Sebeka, MN, 56477",46.6285191,-95.0882786,Th 17:00-19:00,osm,MN,+1 218-837-5228,,food_bank,node/11923733394
Community Emergency Service,"1900 11th Avenue South, Minneapolis, MN, 55404",44.9637034,-93.2585633,"Tu,We,Th 13:00-18:00; Fr 13:00-15:00",osm,MN,+1 612-870-1125,https://cesmn.org/visit-the-food-market/,food_bank,node/11941408455
Food Shelf,"420 15th Avenue South, Minneapolis, MN, 55454",44.970659,-93.2503489,"Mo 12:00-18:00; We, Fr 12:00-16:00",osm,MN,,https://pillsburyunited.org/programs/food-distribution,food_bank,node/11948034491
Produce Distribution,"420 15th Avenue South, Minneapolis, MN, 55454",44.9706201,-93.2503905,"Th [1,3] 12:00-14:00",osm,MN,,https://pillsburyunited.org/programs/produce-days,food_bank,node/11948034492
Loaves & Fishes: Peace House Free Meal,"1816 Portland Avenue, Minneapolis, MN, 55404",44.9645808,-93.2680026,Mo-Fr 17:00-18:00,osm,MN,,https://www.loavesandfishesmn.org/community-meal-sites/peace-house-community,soup_kitchen,node/11961968078
Yarmouth Food Pantry,,41.6518173,-70.2142118,,osm,,,,food_bank,node/11963970689
Source Community Meal & Discussion,"2609 Stevens Avenue, Minneapolis, MN, 55408",44.9550963,-93.2751826,Th 18:00-20:00,osm,MN,,https://sourcemn.org/programs,soup_kitchen,node/11979176787
Source Food Distributions,"2609 Stevens Avenue, Minneapolis, MN, 55408",44.9550959,-93.2750854,Tu 09:30-12:00; We 15:00-18:00; Sa[4] 09:30-11:00,osm,MN,,https://sourcemn.org/programs,food_bank,node/11979176788
Waite House Community Meal,"2323 11th Avenue South, Minneapolis, MN, 55404",44.9598227,-93.2565568,Mo-Th 11:00-12:30,osm,MN,,,soup_kitchen,node/11981558603
Waite House Food Shelf,"2323 11th Avenue South, Minneapolis, MN, 55404",44.9597715,-93.25653,"Mo 12:00-16:00; Tu, Th 10:00-12:00, 13:00-16:00",osm,MN,,,food_bank,node/11981558604
Waite House Produce Distribution,"2323 11th Avenue South, Minneapolis, MN, 55404",44.9597886,-93.2566681,"We[2,4] 10:00-12:00",osm,MN,,,food_bank,node/11981558605
Soup for You!,"2730 East 31st Street, Minneapolis, MN, 55406",44.9472283,-93.2319398,Mo-Fr 12:00-13:00,osm,MN,+1-612-978-7974,https://soupforyou.info,soup_kitchen,node/11984276083
Soup For You! Groceries Distribution,"2730 East 31st Street, Minneapolis, MN, 55406",44.9472359,-93.2321014,,osm,MN,+1-612-978-7974,https://soupforyou.info,food_bank,node/11984276084
Community Meal,"1701 North Oak Park Avenue, Minneapolis, MN, 55411",44.9874346,-93.3023878,Tu-Th 16:00-18:00,osm,MN,,,soup_kitchen,node/11984814581
Daily Bread Food Pantry,,42.7985398,-73.9237459,,osm,,,https://www.stlukesschenectady.org/food-pantry-urban-ministry/,food_bank,node/11989107082
Sycamore Collaborative Food Pantry,,42.8062097,-73.9349505,,osm,,,,food_bank,node/11990977531
Community Aid Network MN,"4120 17th Avenue South, Minneapolis, MN, 55407",44.9280527,-93.2503085,Mo 12:00-14:00; Th 17:00-19:00,osm,MN,,https://www.canmn.org,food_bank,node/11993259181
San Francisco-Marin Food Bank,,37.9495524,-122.4909463,,osm,,,,food_bank,node/11998235770
The Mary F. Frey Opportunity Center,"740 East 17th Street, Minneapolis, MN, 55404",44.9664378,-93.2628032,,osm,MN,,,soup_kitchen,node/12001088135
Loaves and Fishes,,44.5281492,-68.3925996,,osm,,,,food_bank,node/12015972165
Pike Market Food Bank,,47.6089417,-122.3421848,,osm,,,,food_bank,node/12021390361
Hungry Wildcat Food Pantry,,39.7275114,-121.8455588,Mo-Fr 10:30-16:30; May 20-Aug 23 Mo-Th 10:30-14:30,osm,,+1-530-898-4098,https://www.csuchico.edu/basic-needs/resources/pantry.shtml,food_bank,node/12027848862
St. Vincent de Paul Food Pantry,,42.9811508,-70.9572937,"Mo 10:00-12:00, 19:00-20:00; We, Fr 10:00-12:00",osm,,+1-603-772-9922,https://www.svdpexeter.com,food_bank,node/12032173272
People Helping People,,42.1261869,-89.2586702,,osm,,,,food_bank,node/12054083771
Robles FoodShare Resource Center,"802 West Historic Mitchell Street, Milwaukee, WI, 53204",43.0124499,-87.9214832,,osm,WI,+1-414-238-6484,https://www.hungertaskforce.org/get-help/foodshare-resources/,food_bank,node/12056074476
Robles FoodShare Resource Center,"723 West Historic Mitchell Street, Milwaukee, WI, 53204",43.0121784,-87.9206786,,osm,WI,+1 414-238-6484,,food_bank,node/12057369179
Macedonia Pantry,"340 East 106th Street, 10029",40.7897967,-73.9408772,Fr 10:00-11:30,osm,,,,food_bank,node/12060132666
McLeod Food Shelf,"719 13th Street East, Glencoe, MN, 55336",44.7723708,-94.1527663,,osm,MN,+1-320-864-2088,https://mcleodemergencyfoodshelf.org/,food_bank,node/12078969681
Community Kitchen,"1910 West Fourth Plain Boulevard, Vancouver, 98660",45.6406981,-122.6913911,,osm,,,https://www.thekitchenwa.org/,food_bank,node/12083494156
Food Bank of North Alabama,"225 Finney Road Southwest, Huntsville, AL, 35824",34.6437982,-86.7516234,,osm,AL,+1-256-539-2256,https://www.foodbanknorthal.org/,food_bank,node/12089704798
Food Pantry,,40.2059294,-76.3697056,,osm,,,,food_bank,node/12095780557
Salem Pantry,"47 Leavitt Street, Salem, MA, 01970",42.5150849,-70.8894934,"Tu,Th,Fr 10:00-12:00,13:00-16:30; We 16:00-20:00; Sa 10:00-14:00",osm,MA,,,food_bank,node/12105261753
Bread of Life,"54 Eastern Avenue, Malden, MA, 02148",42.4243732,-71.0660011,"We,Fr 13:00-16:00",osm,MA,+1-781-397-0404,https://www.breadoflifemalden.org/,food_bank,node/12106141111
Little Free Pantry,,40.7995522,-96.6362601,,osm,,,,food_bank,node/12117703154
Fresh Harvest Food Pantry,"1830 Hanley Road, Hudson, WI, 54016",44.9517783,-92.7318763,,osm,WI,,https://www.hudsonbackpack.com/,food_bank,node/12121242100
Project Salt,"73 South Tegner Street, Wickenburg, AZ",33.9683912,-112.7292141,,osm,AZ,+1-928-985-0165,https://projectsaltwickenburg.com/,food_bank,node/12133205466
Otsego County United Way,"116 East 5th Street, Gaylord, MI, 49735",45.0212479,-84.6728017,Mo-Fr 09:00-16:00,osm,MI,+1-989-732-8929,https://www.otsegounitedway.org/,food_bank,node/12148087352
Otsego County Food Pantry,"116 East 5th Street, Gaylord, MI, 49735",45.021249,-84.6729999,"Mo-Tu,Th-Fr 12:00-14:00; We 12:00-14:00,17:00-19:00",osm,MI,+1-989-732-8929,https://www.otsegocountyfoodpantry.org/,food_bank,node/12148087353
Princeton Moblie Food Pantry,,40.3611614,-74.6505269,,osm,,,https://www.pmfpantry.org/,food_bank,node/12152402308
Saint Cecilia's Food Pantry,"125 East 105th Street, 10029",40.7919483,-73.9473268,We 09:00-12:00,osm,,+1 212 348 0488,https://cccsny.org/services/neighborhood-centers-east-harlem,food_bank,node/12154563494
Matawan Community Food Pantry,,40.4095785,-74.2318061,,osm,,,,food_bank,node/12163410170
The Lighthouse (Waterville Area Soup Kitchen),,44.5559427,-69.6299585,,osm,,,,soup_kitchen,node/12166170025
Free Pantry,,35.2495292,-91.7404377,24/7,osm,,,,food_bank,node/12184382211
Healdsburg Food Pantry,"1505 Healdsburg Avenue, Healdsburg, CA, 95448",38.6293491,-122.8729099,,osm,CA,+1-707-385-6458,https://www.healdsburgfoodpantry.org/,food_bank,node/12185246108
Astoria Food Pantry,,40.7660451,-73.9134806,,osm,,,,food_bank,node/12202831609
Morris Brown A.M.E. Church,"1756 North 25th Street, Philadelphia, PA, 19121",39.982431,-75.1755468,"We 10:00-12:00 ""food pantry (usually 2nd week)"", Th 12:00-13:00 ""soup kitchen"", Jun-Sep off",osm,PA,+1 215-763-4707,,food_bank,node/12209538513
Dover Food Pantry,,43.1907237,-70.8741131,,osm,,,,food_bank,node/12212596320
Plateau Outreach Ministries Food Bank,,47.2052317,-121.9885628,We 09:30-12:00,osm,,,,food_bank,node/12212749626
Faith Kitchen,,42.3668996,-71.1072152,"Tu[2],Tu[-1] 18:30-19:30",osm,,,https://www.faithkitchen.org/,soup_kitchen,node/12230831174
Roger E. Jessee Community Food Bank,"Castlewood, VA, 24224",36.8892217,-82.3052068,,osm,VA,,,food_bank,node/12240014272
JCEO Food Pantry,,44.6968626,-73.4526544,,osm,,,,food_bank,node/12245467501
Bridging The Gap In Blount County,"28252 Alabama 75, Oneonta, AL, 35121",33.9392063,-86.4873542,,osm,AL,+1 205-353-1753,https://www.bridgingthegapinblountcounty.org/,food_bank,node/12265501902
NCBC Food Shelf,"1414 East 48th Street, Minneapolis, MN, 55417",44.9162696,-93.253986,"Sa[1,3] 10:00-14:00",osm,MN,+1-612-825-6933,https://newcreationbaptistchurchmn.org/food-shelf,food_bank,node/12289369182
Loaves & Fishes: Life Center Free Meal,"1812 Park Avenue, Minneapolis, MN, 55404",44.9647792,-93.2654244,Tu-Fr 13:00-15:00,osm,MN,,https://www.loavesandfishesmn.org/meal-locations/iccm-life-center,soup_kitchen,node/12290675352
North Beach Food Alliance,,47.0162878,-124.1650119,,osm,,,,food_bank,node/12308426845
Adams Food Pantry,"1874 State Highway 13, Friendship, WI, 53934",43.9854133,-89.8120617,,osm,WI,,,food_bank,node/12333470580
Valley View Community Food Bank,"Youngtown, AZ, 85363",33.5944625,-112.3018947,,osm,AZ,,,food_bank,node/12333953671
Amelia Food Pantry,,37.3024002,-78.0874247,,osm,,,,food_bank,node/12384638141
Big Stone Gap Food Bank,,36.8603459,-82.7897239,,osm,,,,food_bank,node/12386786535
Our Giving Box,,37.5267787,-77.3516954,,osm,,,,food_bank,node/12389172875
FUS Free Meal,"900 Mount Curve Avenue, Minneapolis, MN, 55403",44.9672565,-93.2903657,Su 11:30-12:15,osm,MN,,,soup_kitchen,node/12389302378
St Vincent De Paul,,40.567277,-89.6422042,,osm,,,,food_bank,node/12401113971
Hoquiam Food & Clothing Bank,"724 K Street, Hoquiam, WA, 98550",46.9760412,-123.8864032,"Mo,Fr 12:00-14:00",osm,WA,,,food_bank,node/12408577745
Winfield Township Food Pantry,"10645 Randolph Street, Winfield, IN, 46307",41.4247958,-87.2384769,Mo-Th 08:30-14:30,osm,IN,,https://foodbanknwi.org/,food_bank,node/12423592222
Lake Norden Food Pantry,"405 3rd Avenue North, Lake Norden, SD, 57248",44.5833671,-97.2118313,,osm,SD,+1 605 785 3277,,food_bank,node/12428170965
Grand Meadow Food Shelf,"209 2nd Avenue Northeast, Grand Meadow, MN, 55936",43.7077052,-92.5708564,,osm,MN,+1-507-481-7543,,food_bank,node/12437662156
St. Vincent DePaul Parish Food Pantry,,42.6631474,-73.7870954,,osm,,,,food_bank,node/12450195073
Market off 50,"995 Lila Avenue, Milford, OH, 45150",39.1747396,-84.2758366,,osm,OH,,https://impactingtomorrow.com/market-off-50,food_bank,node/12454169919
Scout Fridge,"10 South Lancaster Avenue, Aurora, IL, 60506",41.7614757,-88.3345361,,osm,IL,,https://auroramutualaid.org/fridgeproject,food_bank,node/12461896213
OG Fridge,"223 Spring Street, Aurora, IL, 60506",41.7580882,-88.3093141,,osm,IL,,https://auroramutualaid.org/fridgeproject,food_bank,node/12461896214
Food Share Box,,30.9057901,-83.2650288,,osm,,,,food_bank,node/12463731437
4Saints Episcopal Food Pantry,,32.7462175,-97.2591106,,osm,,,,food_bank,node/12472048137
St. Stephen's,,42.4765029,-90.7100627,,osm,,,,food_bank,node/12480409292
Apna Food Pantry Brighton Beach,225 Neptune Avenue,40.5817204,-73.9616806,,osm,,+1 718-513-4700,,food_bank,node/12493102987
Common Ground Relief Free Pantry,"1804 Deslonde Street, New Orleans, LA, 70117",29.9704205,-90.0218939,,osm,LA,,,food_bank,node/12497742898
FOCUS Interfaith Food Pantry,,42.6545432,-73.7610228,,osm,,,,food_bank,node/12505486791
The Table,,35.2477567,-91.7278759,Mo-Fr 12:00-19:00; SH off,osm,,,https://www.harding.edu/life-at-harding/the-table/,food_bank,node/12507357409
12 Baskets,,35.5785507,-82.5881492,,osm,,,,soup_kitchen,node/12512346794
New Salem Baptist Church,"1721 North Croskey Street, Philadelphia, PA, 19121",39.9810889,-75.1714323,Th[3] 10:00-12:00,osm,PA,+1 267-231-2318,,food_bank,node/12513010039
Reunity Fridge,1829 San Ysidro Crossing,35.6607842,-106.0128644,,osm,,,,food_bank,node/12517155643
New Mt. Zion,"1501 North 20th Street, Philadelphia, PA, 19121",39.9772409,-75.1676691,"We 12:00-13:30, Fr 12:00-14:30",osm,PA,+1 215-235-3820,,food_bank,node/12518357534
Capital City Rescue Mission Kitchen,,42.6427432,-73.7565481,,osm,,,,soup_kitchen,node/12527109304
Food and clothing outreach at Minneapolis First Seventh-day Adventist Church,"2315 Nicollet Avenue, Minneapolis, MN, 55404",44.9595612,-93.2774111,Th 17:00-18:30,osm,MN,,,food_bank,node/12527841061
Georgetown Food Bank,"5972 4th Avenue South, Seattle, WA, 98108",47.5486172,-122.3292535,"Tu,Th,Fr 11:00-14:00",osm,WA,+1-206-767-9975,,food_bank,node/12552582493
Food Support Connections,"184 Wyckoff Avenue, Brooklyn, NY, 11237",40.7018115,-73.9155208,"""by appointment""",osm,NY,,,food_bank,node/12554317124
Greenpoint Hunger Program,"123 Milton Street, Brooklyn, NY 11222",40.72955,-73.9559635,"We 18:00-19:00, Th 16:00-19:00",osm,,,,food_bank,node/12554351331
St. John's Bread and Life: Mobile Soup Kitchen,"240 Division Avenue, Brooklyn, NY, 11211",40.7069715,-73.9575568,,osm,NY,,,food_bank,node/12554381248
Transfiguration Church,"263 Marcy Avenue, Brooklyn, NY, 11211",40.7053954,-73.9559482,,osm,NY,,,food_bank,node/12554389753
Trinity Human Services Corp.,"153 Johnson Avenue, Brooklyn, NY, 11206",40.7068642,-73.9441822,,osm,NY,,,food_bank,node/12554403033
Catholic Charaties Brooklyn and Queens,"333 Hart Street, Brooklyn, NY, 11206",40.6950366,-73.9362832,,osm,NY,,,food_bank,node/12554598806
Food Ministries,,30.8310831,-83.2809743,,osm,,,,food_bank,node/12559127875
Gallatin Valley Food Bank,,45.6996016,-111.0357461,,osm,,,,food_bank,node/12560727407
NourishMKE,"10230 West Fond du Lac Avenue, Milwaukee, WI, 53224",43.1396238,-88.0393334,,osm,WI,,,food_bank,node/12574604284
Catholic Worker Mission,,29.4417536,-98.3983505,Mo-Fr 08:30-12:00,osm,,+1 210 2247736,https://www.sa-catholicworker.org/,food_bank,node/12581472695
Care and Share Food Bank,"2605 Preamble Point, Colorado Springs, CO, 80915",38.8685245,-104.7123607,,osm,CO,+1 719-528-1247,https://careandshare.org/,food_bank,node/12586886838
Saint Mary's Soup Kitchen,"155 Market Street, Memphis, TN, 38105",35.15116,-90.0481886,Mo-Sa 07:00-10:00,osm,TN,+1-901-522-9420,https://stmaryssoupkitchen.org/,food_bank,node/12605651583
Cafe Racer Free Meal,"2929 East 25th Street, Minneapolis, MN, 55406",44.9572297,-93.228549,Mo[-1] 11:00-13:00,osm,MN,+1-612-208-1695,https://www.caferacermn.com/community-engagement,soup_kitchen,node/12610192940
Salem Lutheran Church Free Tuesday Meal,"4150 North Dupont Avenue, Minneapolis, MN, 55412",45.031434,-93.2926949,Tu 18:00+,osm,MN,,,soup_kitchen,node/12610192953
FCS Food Hub,"2600 East 38th Street, Minneapolis, MN, 55406",44.9344401,-93.2342352,"Sa[2,4] 09:00-12:00",osm,MN,,https://www.friendshipcommunityservices.org/food-hub.html,food_bank,node/12610744063
"Meals on Wheels of Central Maryland, Inc.","515 South Haven Street, Baltimore, MD, 21224",39.2860437,-76.5622085,,osm,MD,,https://www.mealsonwheelsmd.org/,food_bank,node/12634535957
East Baltimore Church of God Food Distribution Center,"800 Oldham Street, Baltimore, MD, 21224",39.2837062,-76.5560445,,osm,MD,,,food_bank,node/12634535958
Canton Baptist Church - Food Distribution Center,"3302 Toone Street, Baltimore, MD, 21224",39.2785848,-76.5687924,,osm,MD,,https://www.cantonbaptist.net/,food_bank,node/12634535960
The Fells Point Compassion Center,"1706 Eastern Avenue, Baltimore, MD, 21231",39.2857218,-76.5927654,,osm,MD,,,food_bank,node/12634535961
Living Classrooms / Project Serve - Food Distribution Center,"802 South Caroline Street, Baltimore, MD, 21231",39.2816648,-76.5978041,,osm,MD,,,food_bank,node/12634535962
Beans & Bread,"400 South Bond Street, Baltimore, MD, 21231",39.286377,-76.5955579,,osm,MD,,,food_bank,node/12634535963
First Apostolic Faith Church - Food Distribution Center,"40 South Caroline Street, Baltimore, MD, 21231",39.2903896,-76.5972704,,osm,MD,,,food_bank,node/12634535964
Waters AME - Food Distribution Center,"417 Aisquith Street, Baltimore, MD, 21202",39.2954122,-76.6014962,,osm,MD,+14106752640,,food_bank,node/12634535965
The Door Food Pantry - Food Distribution Center,"219 North Chester Street, Baltimore, MD, 21231",39.2948937,-76.5874795,,osm,MD,,,food_bank,node/12634535966
Amazing Grace Evangelical Lutheran Church - Food Distribution Center,"2426 McElderry Street, Baltimore, MD, 21205",39.2978566,-76.5827447,,osm,MD,,https://www.amazinggracelutheran.org/,food_bank,node/12634535967
Lilly's Place - Food Distribution Center,"3701 4th Street, Baltimore, MD, 21225",39.2357754,-76.6059822,,osm,MD,,,food_bank,node/12666955532
The Baltimore Station - Food Distribution Center,"140 West West Street, Baltimore, MD, 21230",39.2760465,-76.6184365,,osm,MD,,,food_bank,node/12671171017
St. Margarets Food Pantry,,43.1003567,-75.231034,,osm,,,,food_bank,node/12672976175
Voluntary Action Center Food Bank,,34.4979765,-84.9522316,"Mo,We,Fr 10:00-14:00",osm,,+1 706-629-7283,http://www.voluntaryactioncenter.org,food_bank,node/12685169736
